number,city,latitude,longitude
723,Monachil,37.1319,-3.5389
724,Pravia,43.4833,-6.1
725,Artá,39.6952,3.3512
726,Arévalo,41.0667,-4.7167
727,Vidreras,41.7889,2.7793
728,Almodóvar del Río,37.8,-5.0167
729,Redován,38.1139,-0.9056
730,Brion,42.867,-8.678
731,Pedreguer,38.7933,0.0342
732,Malagón,39.1833,-3.8667
733,Caldas de Malavella,41.8387,2.8089
734,Trigueros,37.3833,-6.8333
735,La Puebla de Montalbán,39.8722,-4.3589
736,Villaverde del Río,37.5833,-5.8667
737,Valencina de la Concepción,37.4167,-6.0667
738,Castro del Río,37.6833,-4.4667
739,Puentedeume,43.4125,-8.1703
740,Benahavís,36.519,-5.0454
741,Azuaga,38.2589,-5.6778
742,Valmaseda,43.1958,-3.1928
743,Tobarra,38.5831,-1.6831
744,San Esteban Sasroviras,41.495,1.8744
745,Marchamalo,40.6706,-3.2006
746,Peñíscola,40.3592,0.4075
747,Gerena,37.517,-6.15
748,Gélida,41.4409,1.8647
749,Abadiano Celayeta,43.1525,-2.6075
750,Bornos,36.8167,-5.7333
751,El Paso,28.6513,-17.8806
752,Sampedor,41.7836,1.8392
753,Onil,38.6333,-0.6667
754,Vega de San Mateo,28.0106,-15.5325
755,Cee,42.95,-9.1667
756,Cúllar-Vega,37.1531,-3.6706
757,Viladecaballs,41.5578,1.9558
758,Oroso,42.9833,-8.4333
759,Dolores,38.1389,-0.77
760,La Rambla,37.6,-4.7333
761,Callosa de Ensarriá,38.6514,-0.1228
762,Centellas,41.7994,2.2217
763,San Nicolás,27.9826,-15.7799
764,Cobeña,40.5669,-3.5069
765,Foyos,39.5386,-0.3567
766,Almácera,39.5117,-0.3561
767,Villarejo de Salvanés,40.1833,-3.3167
768,Cabrils,41.5283,2.3692
769,Santa Eulalia de Ronsaná,41.6531,2.2261
770,Sotomayor,42.333,-8.567
771,Talayuela,39.9667,-5.6
772,Cox,38.1394,-0.8847
773,Montblanch,41.3764,1.1639
774,Valverde de la Virgen,42.5667,-5.6833
775,Elorrio,43.1306,-2.5428
776,Albuñol,36.8,-3.2
777,Cazorla,37.9,-3
778,Andorra,40.9775,-0.4483
779,Bujalance,37.9,-4.3833
780,Lekeitio,43.3622,-2.4961
781,Rocafort,39.5306,-0.41
782,Begas,41.3319,1.9228
783,Pedro Muñoz,39.4,-2.95
784,Guisona,41.7847,1.288
785,Breña Alta,28.6333,-17.7667
786,Lorquí,38.0817,-1.255
787,Benacazón,37.35,-6.1833
788,Torreperogil,38.0417,-3.2844
789,Berango,43.365,-2.99
790,Villamayor,41.0008,-5.6897
791,Cercedilla,40.7411,-4.0569
792,Huéscar,37.8,-2.5333
793,Fuentes de Andalucía,37.4667,-5.3333
794,Dúrcal,36.9833,-3.5667
795,Collado Mediano,40.6939,-4.0231
796,Arechavaleta,43.0361,-2.5044
797,Finestrat,38.5669,-0.2125
798,Ondara,38.8261,0.0169
799,Villa del Río,37.9833,-4.2833
800,Massanet de la Selva,41.734,2.673
801,Montellano,36.9833,-5.5667
802,Astigarraga,43.2833,-1.95
803,San Clemente,39.4039,-2.4294
804,Benalup de Sidonia,36.3333,-5.8
805,Vimianzo,43.11,-9.0344
806,Argamasilla de Alba,39.1167,-3.1
807,Puerto Serrano,36.9333,-5.55
808,Bigastro,38.0631,-0.8956
809,Náquera,39.6589,-0.4263
810,Buñola,39.6967,2.6997
811,Guareña,38.85,-6.0833
812,Casares,36.4444,-5.2728
813,Infiesto,43.35,-5.35
814,La Ametlla de Mar,40.8839,0.8025
815,Paradas,37.2903,-5.4967
816,Vacarisas,41.6063,1.9182
817,Almacellas,41.7322,0.4372
818,Fuente el Saz,40.6361,-3.5111
819,Negreira,42.911,-8.735
820,Roda de Bará,41.1857,1.4568
821,Mojácar,37.1403,-1.8514
822,Burguillos,37.5858,-5.9673
823,Canet de Berenguer,39.6794,-0.2206
824,Marmolejo,38.05,-4.1667
825,Güeñes,43.2139,-3.0942
826,San Luis,39.8494,4.2581
827,Sallent,41.8259,1.8949
828,Derio,43.2917,-2.8858
829,Turís,39.3899,-0.7105
830,Fuente del Maestre,38.5289,-6.45
831,Moncófar,39.8025,-0.1339
832,Jimena de la Frontera,36.4333,-5.45
833,Hinojosa del Duque,38.5,-5.1333
834,Moraleja,40.0667,-6.65
835,Cedeira,43.65,-8.05
836,Constantí,41.1532,1.2143
837,Bergondo,43.3167,-8.2333
838,Taradell,41.8737,2.2874
839,Las Pedroñeras,39.45,-2.6667
840,Alcalá de Chivert,40.3042,0.2256
841,Arbucias,41.8161,2.5142
842,Museros,39.5658,-0.3411
843,Villanueva del Ariscal,37.3833,-6.1333
844,Briviesca,42.55,-3.3167
845,Ríudoms,41.1391,1.052
846,Blanca,38.1792,-1.3761
847,Argés,39.805,-4.0572
848,Algarrobo,36.7667,-4.0333
849,Vélez Rubio,37.65,-2.0667
850,Valdoviño,43.6,-8.1331
851,Jaraiz de la Vera,40.0603,-5.755
852,Llissá de Vall,41.5936,2.2431
853,Roda del Ter,41.9801,2.3091
854,Carral,43.2296,-8.356
855,Villamuriel de Cerrato,41.95,-4.5167
856,Herrera,37.3667,-4.8333
857,San Vicente de Mont-Alt,41.5803,2.5086
858,Teyá,41.4986,2.3242
859,Venta de Baños,41.9333,-4.5
860,Moyá,41.8131,2.0971
861,San Felíu de Codinas,41.6885,2.1647
862,Miraflores de la Sierra,40.8114,-3.7686
863,Puebla de Alfindén,41.634,-0.748
864,Pereiro de Aguiar,42.3464,-7.8003
865,San Adrián,42.3325,-1.9333
866,Arenas de San Pedro,40.2089,-5.0911
867,Iscar,41.3606,-4.5358
868,San Miguel de Salinas,37.9806,-0.7897
869,Rosal,41.9356,-8.825
870,Santo Domingo de la Calzada,42.433,-2.95
871,Alpicat,41.6681,0.5561
872,Olula del Río,37.35,-2.2833
873,Allariz,42.1833,-7.8
874,Gata de Gorgos,38.7747,0.0853
875,Zaratán,41.6603,-4.7836
876,Sils,41.8094,2.7435
877,San Antonio de Vilamajor,41.6726,2.4
878,Tarazona de la Mancha,39.265,-1.9128
879,Urnieta,43.2469,-1.9917
880,Almensilla,37.3167,-6.1167
881,Usúrbil,43.2667,-2.05
882,Calamonte,38.89,-6.385
883,Porcuna,37.8697,-4.1872
884,Outes,42.85,-8.9
885,Lloseta,39.7179,2.8667
886,Nazaret,39.4481,-0.3335
887,Lezo,43.3167,-1.9
888,Abanilla,38.2072,-1.0414
889,Orio,43.278,-2.126
890,Almenara,39.7533,-0.2256
891,Aznalcóllar,37.5167,-6.2667
892,Torrellas de Llobregat,41.3565,1.9816
893,Bonares,37.3167,-6.6667
894,Navarcles,41.7532,1.9034
895,Los Villares,37.6833,-3.8167
896,Navás,41.8997,1.8786
897,Almodóvar del Campo,38.7186,-4.1667
898,Viator,36.8833,-2.4167
899,La Canonja,41.1191,1.183
900,Coristanco,43.2,-8.75
901,Suria,41.8311,1.7526
902,Membrilla,38.9667,-3.35
903,Vilaboa,42.4167,-8.55
904,Albaida,38.8369,-0.5156
905,Tremp,42.1667,0.8946
906,Gójar,37.1,-3.6
907,Guadasuar,39.1833,-0.4781
908,Górliz-Elexalde,43.4167,-2.9333
909,Los Yébenes,39.5667,-3.8833
910,Villabona,43.1881,-2.0525
911,Guardo,42.7833,-4.8333
912,Alhama de Granada,37,-3.9833
913,Constantina,37.8667,-5.6167
914,Argamasilla de Calatrava,38.7333,-4.0667
915,Puebla de la Calzada,38.9,-6.6167
916,Lazcano,43.0378,-2.1872
917,Ares,43.4278,-8.2417
918,Valga,42.6893,-8.6481
919,Breña Baja,28.6167,-17.7667
920,Algaida,39.5592,2.8947
921,Órjiva,36.9,-3.4167
922,Castuera,38.7231,-5.5444
923,Benigánim,38.9431,-0.4433
924,Arroyo de la Luz,39.484,-6.5846
925,Artés,41.7981,1.9552
926,Huelma,37.65,-3.45
927,Llerena,38.2333,-6.0167
928,Medina de Pomar,42.9333,-3.4833
929,Cartes,43.3256,-4.0681
930,Montehermoso,40.0833,-6.3333
931,San Hilario Sacalm,41.8786,2.5079
932,Ribadesella,43.4625,-5.0583
933,La Selva,41.2155,1.1373
934,Anglés,41.9574,2.64
935,Dosríus,41.5942,2.4072
936,Celanova,42.1519,-7.9575
937,La Cenia,40.6336,0.2853
938,Aldeamayor de San Martín,41.5167,-4.6333
939,Santa Marta de Ortigueira,43.6831,-7.85
940,Esquivias,40.1,-3.7667
941,Alaró,39.7067,2.7908
942,Arafo,28.3404,-16.4173
943,Prado del Rey,36.7833,-5.5667
944,Porreras,39.5144,3.0237
945,Torreblanca,40.2206,0.1953
946,Nueva-Carteya,37.5833,-4.4667
947,Salteras,37.4167,-6.1
948,Celrá,42.0247,2.8789
949,Yeles,40.1167,-3.8
950,Chauchina,37.2,-3.7667
951,La Guancha,28.3738,-16.6516
952,Puente Caldelas,42.3833,-8.5
953,Arjona,37.935,-4.0569
954,Algodonales,36.8811,-5.4056
955,Vilanova de la Roca,41.5542,2.2886
956,Guitiriz,43.182,-7.8954
957,Alfacar,37.2333,-3.5667
958,Macael,37.3333,-2.3
959,Aceuchal,38.65,-6.4831
960,Almazán,41.3525,-2.5331
961,Pulianas,37.2167,-3.6
962,Deba,43.2955,-2.3538
963,Paterna de Rivera,36.5167,-5.8667
964,Benejúzar,38.0778,-0.8386
965,Casariche,37.2833,-4.75
966,San Pol de Mar,41.6033,2.6244
967,Vilafant,42.2468,2.9379
968,Chinchón,40.1394,-3.4264
969,Agramunt,41.7863,1.0964
970,Abegondo,43.2067,-8.31
971,Borriol,40.0422,-0.0714
972,San Ciprián de Viñas,42.2969,-7.8714
973,Alameda,37.2,-4.65
974,San Vicente de Alcántara,39.3611,-7.1333
975,Valencia de Alcántara,39.4133,-7.2436
976,Malpica,43.3167,-8.8
977,Capellades,41.5319,1.6867
978,Cigales,41.7581,-4.6997
979,Librilla,37.8831,-1.35
980,Meaño,42.45,-8.7833
981,Parres,43.3587,-5.1846
982,Talavera La Real,38.8833,-6.7667
983,Montefrío,37.3211,-4.0111
984,Mutriku,43.3072,-2.385
985,Villanueva del Trabuco,37.0286,-4.3381
986,Altafulla,41.1433,1.3769
987,Alburquerque,39.2167,-7
988,Santa Cristina de Aro,41.8139,2.9974
989,San Ildefonso,40.9017,-4.0067
990,Ayora,39.0583,-1.0572
991,Mollina,37.1231,-4.6561
992,Nava,43.35,-5.5167
993,Valencia de Don Juan,42.3,-5.5167
994,Simancas,41.5919,-4.8286
995,Entrambasaguas,43.3778,-3.6767
996,Peal de Becerro,37.9,-3.1167
997,La Campana,37.5681,-5.4278
998,Sarriá de Ter,42.0181,2.8261
999,Alcalá de los Gazules,36.4667,-5.7167
1000,Bellpuig,41.6267,1.0133
1001,Mugardos,43.4544,-8.2358
1002,Otero de Rey,43.1025,-7.6136
1003,Camariñas,43.13,-9.185
1004,Moral de Calatrava,38.8831,-3.7167
1005,Cájar,37.1333,-3.5667
1006,Almadén,38.7764,-4.8369
1007,Quesada,37.85,-3.0667
1008,Gualchos,36.75,-3.3833
1009,Pedrera,37.2167,-4.8833
1010,Las Navas del Marqués,40.6039,-4.3278
1011,Noreña,43.3933,-5.7042
1012,Alcover,41.2621,1.1711
1013,La Cañiza,42.2128,-8.2744
1014,Iznalloz,37.3925,-3.5225
1015,Alcudia de Crespins,38.9708,-0.5908
1016,Esporlas,39.6662,2.5799
1017,Ribadumia,42.5167,-8.75
1018,Beas de Segura,38.25,-2.8833
1019,Ses Salines,39.3386,3.0536
1020,Oliva de la Frontera,38.2764,-6.92
1021,Sariegos,42.65,-5.6333
1022,La Puebla de Almoradiel,39.6,-3.1
1023,Castro de Rey,43.2079,-7.4001
1024,Valverde,27.8097,-17.9151
1025,Marquina-Jemein,43.2689,-2.4964
1026,Polop,38.622,-0.127
1027,Los Montesinos,38.0281,-0.7419
1028,Peñafiel,41.6,-4.1167
1029,Alcalá del Valle,36.9,-5.1667
1030,Candeleda,40.1558,-5.2408
1031,Neda,43.5,-8.1167
1032,Ribadavia,42.2833,-8.1333
1033,Cerceda,43.1886,-8.4703
1034,Vedra,42.7833,-8.4667
1035,Cacabelos,42.5997,-6.7256
1036,Bescanó,41.9649,2.737
1037,Salvatierra,42.8525,-2.3894
1038,Borja,41.8333,-1.5333
1039,Benamejí,37.2667,-4.5333
1040,Carranque,40.1708,-3.8969
1041,Gironella,42.0375,1.8831
1042,Isla de Arosa,42.5544,-8.8639
1043,Cudillero,43.56,-6.15
1044,Ferrerías,39.9833,4.0108
1045,Salas,43.4,-6.25
1046,Castilblanco de los Arroyos,37.675,-5.9889
1047,Miengo,43.4281,-3.9911
1048,Sollana,39.2785,-0.3818
1049,Garachico,28.3737,-16.764
1050,Infantes,38.7342,-3.0167
1051,Villafranca de Córdoba,37.95,-4.5333
1052,Campanario,38.8667,-5.6167
1053,Pallaresos,41.1752,1.2695
1054,Villanueva del Río y Minas,37.65,-5.7
1055,Lodosa,42.4242,-2.0786
1056,Fregenal de la Sierra,38.1667,-6.65
1057,El Viso de San Juan,40.15,-3.9167
1058,Martorellas,41.5279,2.2375
1059,Cabeza del Buey,38.7378,-5.2194
1060,Agost,38.4392,-0.6394
1061,Buenavista del Norte,28.3721,-16.8514
1062,Enguera,38.9819,-0.6878
1063,Meis,42.5167,-8.7
1064,Cabrera de Mataró,41.5275,2.3956
1065,Los Silos,28.3658,-16.8167
1066,Pozo Alcón,37.704,-2.935
1067,Villanueva de Gállego,41.7683,-0.8264
1068,El Coronil,37.0833,-5.6333
1069,Campa,43.3728,-2.9492
1070,Canyellas,41.2829,1.7229
1071,Finisterre,42.9,-9.25
1072,Torrefarrera,41.675,0.6081
1073,Fuente de Cantos,38.2467,-6.3092
1074,Cazalla de la Sierra,37.9333,-5.7667
1075,Porqueras,42.1221,2.748
1076,Sotillo de la Adrada,40.2831,-4.5831
1077,El Pino,42.935,-8.333
1078,Cardona,41.9141,1.681
1079,Madrigueras,39.2333,-1.8
1080,Ayelo de Malferit,38.8778,-0.5919
1081,Arboleas,37.35,-2.0667
1082,Autol,42.2139,-2.0069
1083,Bellreguart,38.9464,-0.1625
1084,Doña Mencía,37.55,-4.35
1085,Santaella,37.5675,-4.8466
1086,Medina de Ríoseco,41.8833,-5.0333
1087,Cortegana,37.9,-6.8167
1088,Malpartida de Plasencia,39.9833,-6.0333
1089,Tazacorte,28.6167,-17.9167
1090,Aznalcázar,37.3,-6.25
1091,Bérriz,43.1758,-2.5756
1092,La Luisiana,37.5167,-5.25
1093,Quintana de la Serena,38.7333,-5.6667
1094,Catllar,41.1754,1.3264
1095,Fuentes de Ebro,41.5167,-0.6333
1096,Collbató,41.5708,1.8303
1097,San Pedro de Vilamajor,41.6834,2.393
1098,Casas Ibáñez,39.2833,-1.4667
1099,Rois,42.75,-8.683
1100,Fuente Obejuna,38.2667,-5.4167
1101,Casar de Cáceres,39.55,-6.4167
1102,Benahadux,36.9267,-2.4614
1103,Santovenia de Pisuerga,41.7,-4.6833
1104,Hornachuelos,37.8333,-5.2333
1105,Villamanrique de la Condesa,37.25,-6.3
1106,Montalbán de Córdoba,37.5833,-4.75
1107,Puebla Larga,39.0861,-0.4767
1108,Benitachell,38.7328,0.1442
1109,Los Molinos,40.7111,-4.0744
1110,Mondariz,42.2333,-8.45
1111,Navalvillar de Pela,39.0833,-5.4667
1112,Cospeito,43.2361,-7.5583
1113,Zas,43.1,-8.9
1114,Fabero,42.7678,-6.625
1115,Fuente Vaqueros,37.2167,-3.7831
1116,Piedrabuena,39.0333,-4.1667
1117,Épila,41.6,-1.283
1118,Valmojado,40.2044,-4.0911
1119,Villalonga,38.8833,-0.2
1120,El Carpio,37.9333,-4.5
1121,Plencia,43.4058,-2.9464
1122,Beas,37.4167,-6.7833
1123,Ampuero,43.3447,-3.4144
1124,Bárcena de Cicero,43.425,-3.5211
1125,Sigüenza,41.0692,-2.6392
1126,Puigreig,41.9742,1.8806
1127,Hostalrich,41.7481,2.6361
1128,Formentera de Segura,38.0833,-0.75
1129,Castejón,42.1611,-1.7603
1130,Ibarra,43.1308,-2.0617
1131,Cadrete,41.5553,-0.9597
1132,El Saucejo,37.0667,-5.0833
1133,Santillana,43.3933,-4.1047
1134,Cervo,43.6819,-7.4478
1135,Sodupe,43.2008,-3.0486
1136,Monesterio,38.0833,-6.2667
1137,Boqueijón,42.817,-8.417
1138,Chinchilla de Monte Aragón,38.9196,-1.7264
1139,Yebes,40.5347,-3.1097
1140,Frontera,27.7535,-18.0108
1141,Sariñena,41.7833,-0.1667
1142,Los Sauces,28.8,-17.7667
1143,El Tiemblo,40.4144,-4.5003
1144,La Roda de Andalucía,37.2106,-4.7703
1145,Papiol,41.4392,2.0106
1146,Valverde de Leganés,38.6667,-6.9833
1147,San Clemente de Llobregat,41.3381,1.9983
1148,Albuixech,39.5436,-0.3217
1149,Miravalles,43.1814,-2.9003
1150,Boecillo,41.5333,-4.7
1151,Villanueva de Algaidas,37.1831,-4.45
1152,Moraña,42.55,-8.55
1153,Orcoyen,42.8239,-1.6992
1154,Bocairente,38.7658,-0.6128
1155,Adamuz,38.0167,-4.5167
1156,Iznájar,37.25,-4.3
1157,Murchante,42.0333,-1.65
1158,Consell,39.6691,2.8122
1159,Niebla,37.3667,-6.6833
1160,Beriáin,42.7336,-1.6444
1161,Escoriaza,43.0169,-2.5283
1162,Pechina,36.9167,-2.4333
1163,Camponaraya,42.5806,-6.6703
1164,San Vicente de la Barquera,43.385,-4.3986
1165,Santa Cruz de Mudela,38.6333,-3.4667
1166,Arriate,36.7992,-5.1408
1167,Selva,39.7545,2.9007
1168,Arroyo de San Serván,38.85,-6.45
1169,Malpartida de Cáceres,39.4456,-6.5058
1170,Pinseque,41.7378,-1.1014
1171,Villamalea,39.3667,-1.5833
1172,Dalías,36.8214,-2.8703
1173,La Guardia de Jaén,37.7419,-3.6925
1174,Curtis,43.1389,-8.0358
1175,Castillo de Locubín,37.5167,-3.9333
1176,Albalat dels Sorells,39.5433,-0.3461
1177,Sineu,39.6431,3.0116
1178,Caniles,37.4333,-2.7167
1179,La Lastrilla,40.9689,-4.1033
1180,Talamanca de Jarama,40.7444,-3.5081
1181,Olite,42.4875,-1.6625
1182,Santa Amalia,39.0167,-6.0167
1183,La Pobla de Mafumet,41.1866,1.2083
1184,Cómpeta,36.8333,-3.9833
1185,Hinojos,37.3,-6.3833
1186,Hervás,40.2739,-5.8658
1187,Cascante,41.9992,-1.6789
1188,Yuncler,40.0406,-3.9036
1189,Los Corrales,37.1,-4.9833
1190,Olivella,41.3104,1.8109
1191,Alosno,37.5486,-7.1153
1192,San Gregorio,41.9893,2.7597
1193,Veigas,43.4157,-6.9992
1194,Placencia,43.1748,-2.4117
1195,Pradejón,42.3344,-2.0681
1196,Carnota,42.8211,-9.0872
1197,Bagur,41.9542,3.2088
1198,Rincón de Soto,42.2344,-1.8508
1199,Sabiote,38.0667,-3.3
1200,Villargordo,37.9406,-3.7294
1201,Espera,36.8667,-5.8
1202,Montemayor,37.65,-4.7
1203,Jun,37.2167,-3.6
1204,La Lantejuela,37.35,-5.2167
1205,Pliego,37.99,-1.5061
1206,Luarca,43.5448,-6.5327
1207,Mazaricos,42.9333,-8.95
1208,Balenyá,41.8129,2.2348
1209,Azagra,42.3,-1.9
1210,Calanda,40.9408,-0.2317
1211,Ojén,36.5667,-4.85
1212,Minas de Ríotinto,37.6833,-6.5833
1213,Villasana de Mena,43.1014,-3.2814
1214,Nieves,42.088,-8.415
1215,Soto del Barco,43.5333,-6.0667
1216,Quart d’Onyar,41.9399,2.8399
1217,Almogía,36.8267,-4.5367
1218,Turre,37.15,-1.8833
1219,Cariño,43.7414,-7.8692
1220,Cestona,43.24,-2.2586
1221,Breda,41.7486,2.5573
1222,San Bartolomé de la Torre,37.45,-7.1
1223,El Franco,43.55,-6.8667
1224,Vera de Bidasoa,43.2806,-1.6819
1225,La Robla,42.8,-5.6167
1226,Teba,36.9667,-4.9333
1227,Morell,41.1922,1.2087
1228,Bonrepós y Mirambell,39.5206,-0.365
1229,Ribaforada,41.9972,-1.5108
1230,Espluga de Francolí,41.3972,1.1029
1231,La Alameda de la Sagra,40.0119,-3.795
1232,Magán,39.95,-3.9167
1233,Gilena,37.25,-4.9
1234,Tabernas,37.05,-2.3833
1235,Santa Bárbara,40.7146,0.4929
1236,Alhama de Almería,36.95,-2.5667
1237,Valdepeñas de Jaén,37.5833,-3.8167
1238,Olvega,41.7667,-1.9667
1239,Cangas de Onís,43.35,-5.1167
1240,Odena,41.6081,1.6419
1241,Yurreta,43.1831,-2.6331
1242,Friol,43.0333,-7.7833
1243,Calaf,41.7327,1.5148
1244,Biar,38.6331,-0.7667
1245,Lopera,37.9333,-4.2
1246,Olmedo,41.2889,-4.6833
1247,Llosa de Ranes,39.0186,-0.5336
1248,Peñaflor,37.7,-5.3333
1249,Bisbal del Panadés,41.2808,1.4879
1250,La Calzada de Calatrava,38.7039,-3.7764
1251,Casabermeja,36.8833,-4.4167
1252,Barro,42.525,-8.6472
1253,Villa de Don Fadrique,39.615,-3.2233
1254,Moclín,37.3333,-3.7833
1255,Jove,43.6858,-7.5089
1256,Cuevas de San Marcos,37.2669,-4.4176
1257,Altura,39.8667,-0.4
1258,Pedrola,41.7874,-1.2142
1259,Godelleta,39.4222,-0.6856
1260,Arjonilla,37.9667,-4.1
1261,Navahermosa,39.6367,-4.4856
1262,Faura,39.7278,-0.2611
1263,Santa Susana,41.6367,2.7081
1264,Tíjola,37.3333,-2.4333
1265,Zalamea de la Serena,38.65,-5.65
1266,Seva,41.8406,2.2853
1267,San Hipólito de Voltregá,42.0172,2.2389
1268,Mondoñedo,43.4281,-7.3628
1269,Hornachos,38.4667,-6.1667
1270,Villar del Arzobispo,39.7337,-0.8273
1271,Rus,38.05,-3.45
1272,Lanjarón,36.9167,-3.4667
1273,Mendavia,42.45,-2.2
1274,Elche de la Sierra,38.45,-2.05
1275,Los Molares,37.15,-5.7167
1276,Láchar,37.2,-3.8333
1277,Las Ventas de Retamosa,40.15,-4.1167
1278,Lemorieta,43.2083,-2.775
1279,Juneda,41.5492,0.8251
1280,Viella,42.7023,0.7958
1281,Herrera del Duque,39.1686,-5.0511
1282,Tamarite de Litera,41.87,0.4333
1283,Barcarrota,38.5147,-6.8486
1284,Albelda de Iregua,42.3575,-2.4728
1285,Villafranca de Bonany,39.5699,3.088
1286,Porzuna,39.15,-4.15
1287,Paterna del Campo,37.4167,-6.4
1288,Milagro,42.25,-1.7667
1289,San Cipriano de Vallalta,41.6214,2.6006
1290,Alcoletge,41.6474,0.6942
1291,Munera,39.0333,-2.4667
1292,Villaconejos,40.1042,-3.485
1293,Corgo,42.95,-7.4167
1294,Cijuela,37.2,-3.8
1295,La Baña,42.967,-8.767
1296,Vinalesa,39.5406,-0.37
1297,Flix,41.231,0.5501
1298,Colmenar,36.9053,-4.3364
1299,Talarrubias,39.0333,-5.2333
1300,Gilet,39.6792,-0.3217
1301,Zarza de Alange,38.8181,-6.2208
1302,Artesa de Segre,41.8954,1.0454
1303,Elizondo,43.1468,-1.5171
1304,Fonsagrada,43.133,-7.067
1305,Sancellas,39.6464,2.8978
1306,El Rubio,37.35,-4.9833
1307,Villalba del Alcor,37.4,-6.4667
1308,Cantoria,37.35,-2.1833
1309,Graus,42.1875,0.3342
1310,Carracedelo,42.5547,-6.7339
1311,Villanueva del Fresno,38.3833,-7.1667
1312,Villanueva del Rosario,37,-4.35
1313,Almenar,41.7986,0.5689
1314,Cariñena,41.3333,-1.2167
1315,Santa Oliva,41.2533,1.5522
1316,Alcolea del Río,37.6167,-5.6667
1317,Castropol,43.5333,-7.0333
1318,Viloví de Oñar,41.8889,2.7425
1319,Catoira,42.6667,-8.7217
1320,Albalat de la Ribera,39.2014,-0.3867
1321,Palas de Rey,42.8736,-7.8694
1322,Cañada Rosal,37.6,-5.2
1323,La Junquera,42.4197,2.8753
1324,Sierra de Yeguas,37.1167,-4.8667
1325,Antas,37.2333,-1.9167
1326,Pedrajas de San Esteban,41.35,-4.5833
1327,Forcarey,42.5889,-8.3514
1328,Santa Cruz del Retamar,40.1167,-4.2333
1329,Alcorisa,40.8833,-0.3833
1330,Humilladero,37.1147,-4.7028
1331,Simat de Valldigna,39.0437,-0.3104
1332,Coaña,43.5167,-6.75
1333,Benijófar,38.0806,-0.7386
1334,Villanueva de la Concepción,36.9311,-4.5317
1335,Alfara del Patriarca,39.5436,-0.385
1336,La Ampolla,40.8142,0.71
1337,Escalona,40.1708,-4.4053
1338,Zamudio,43.2828,-2.8625
1339,Jamilena,37.75,-3.9
1340,San Mateo de Gállego,41.8314,-0.7662
1341,Lousame,42.7833,-8.8667
1342,San Martín Sarroca,41.3872,1.6119
1343,Lucena del Puerto,37.3,-6.7333
1344,Tordoya,43.088,-8.56
1345,Mojados,41.4333,-4.65
1346,Ribera del Fresno,38.5333,-6.2167
1347,Belalcázar,38.5667,-5.1667
1348,Molina de Aragón,40.8461,-1.8864
1349,San Juan de Moró,40.05,-0.1333
1350,Campdevánol,42.2258,2.1694
1351,San Juan de las Abadesas,42.2361,2.2867
1352,Cebolla,39.9506,-4.5686
1353,Fuente el Fresno,39.2333,-3.7667
1354,Colunga,43.4861,-5.2703
1355,Albaida del Aljarafe,37.4333,-6.1667
1356,Villaviciosa de Córdoba,38.0667,-5
1357,Balsareny,41.8658,1.8769
1358,Serra,39.6854,-0.4285
1359,Cortes,41.9228,-1.4219
1360,Oza de los Ríos,43.2167,-8.1831
1361,Cebreros,40.455,-4.4647
1362,Fuenmayor,42.4667,-2.56
1363,Sant Juliá de Vilatorta,41.923,2.3251
1364,Algorfa,38.0858,-0.8047
1365,La Pola de Gordón,42.85,-5.6833
1366,Moraleda de Zafayona,37.1667,-3.9667
1367,Villanueva de Río Segura,38.1356,-1.3242
1368,Mora la Nueva,41.1003,0.6508
1369,Sant Pau d’Ordal,41.3847,1.7981
1370,Santa María del Páramo,42.35,-5.75
1371,Carrión de Calatrava,39.0183,-3.8178
1372,Vallada,38.8958,-0.6919
1373,Gandesa,41.0521,0.4389
1374,Puebla de Guzmán,37.6167,-7.25
1375,Navacerrada,40.73,-4.0153
1376,Cistierna,42.8,-5.1167
1377,Periana,36.9167,-4.2
1378,Badolatosa,37.3,-4.6667
1379,Busot,38.4814,-0.4203
1380,Coles,42.4022,-7.8397
1381,Burguillos del Cerro,38.3806,-6.5917
1382,Cortes de la Frontera,36.6167,-5.3333
1383,Frigiliana,36.7833,-3.9
1384,Castellar de la Frontera,36.3167,-5.45
1385,Zalamea la Real,37.6833,-6.65
1386,Aroche,37.95,-6.95
1387,Puentecesures,42.7167,-8.65
1388,Cadalso de los Vidrios,40.3014,-4.4417
1389,Benamocarra,36.8,-4.15
1390,Zaldívar,43.1725,-2.5453
1391,Sant Joan les Fonts,42.2125,2.5117
1392,Fuensanta de Martos,37.65,-3.9
1393,Villanueva de la Reina,38,-3.9167
1394,Fuente de San Luis,39.4442,-0.3675
1395,Alguaire,41.7363,0.5838
1396,Ágreda,41.8551,-1.9204
1397,Estartit,42.0531,3.1994
1398,Cizurquil,43.2,-2.0772
1399,Caldas de Estrach,41.5719,2.5286
1400,Trazo,43.0167,-8.5333
1401,Toreno,42.7006,-6.5097
1402,Utrillas,40.8167,-0.85
1403,Mallén,41.9,-1.4167
1404,Navarrés,39.1014,-0.6933
1405,Lage,43.2167,-9
1406,Vallgorguina,41.6479,2.5104
1407,Montuiri,39.57,2.9841
1408,Els Hostalets,41.5356,1.7719
1409,La Puebla de los Infantes,37.7667,-5.3833
1410,Begonte,43.1333,-7.6833
1411,Cabanes,40.1558,0.0453
1412,Luque,37.55,-4.2667
1413,Villarejo de Órbigo,42.45,-5.9
1414,Morales del Vino,41.4447,-5.7342
1415,Torralba de Calatrava,39.0164,-3.75
